
622.607	-0.517791	2.70869
0.937603	-0.489368	2.33904
0.861939	-0.857958	2.88368
1.77727	-0.303237	2.40572
0.629982	-0.393843	3.04072
0.14618	-0.84428	2.60316
1.01582	-0.474916	2.3817
2.5397	-0.670171	2.9611
1.06105	-0.683283	2.43955
3.82715	-0.725153	2.83033
2.34426	-0.668196	2.85345
2.28925	-0.698474	2.78548
1.24552	-0.338828	2.73763
2.73091	-0.471407	2.56217
3.55105	-0.637495	2.78627
2.78564	-0.655851	2.76521
1.36526	-0.449204	2.61116
2.57124	-0.515645	2.79388
3.64615	-0.474907	2.77705
0.915156	-0.571041	2.63116
0.000889412	-0.460283	2.68508
12.6924	-0.470349	2.68194
10.8603	-0.546736	2.70552
36.0096	-0.53524	2.70957
100.591	-0.528001	2.71955
18.4565	-0.523078	2.71982
8.71777	-0.487726	2.71617
14.4374	-0.489675	2.69289
5.81974	-0.49907	2.68717
9.12716	-0.502108	2.72088
1.77911	-0.497239	2.69291
8.41246	-0.501771	2.69097
31.5035	-0.496744	2.69719
39.1903	-0.498525	2.71155
7.89928	-0.499639	2.69651
76.6095	-0.513013	2.69728
52.9761	-0.505765	2.70881
27.7742	-0.507391	2.70921
55.3401	-0.513749	2.70538
22.5498	-0.520468	2.70638
46.1407	-0.517374	2.7092
		
707.289	-0.013607	1.25719
1.4677	0.0212475	1.61945
0.00538733	-0.0475558	1.60504
1.08744	0.33563	1.12999
0.111134	0.317201	1.28152
0.709317	-0.294588	1.39661
0.714219	0.237175	1.35455
2.33887	0.0436411	1.5139
1.3818	0.0235844	1.51402
1.91067	-0.0185853	1.51091
2.88444	0.160702	1.10157
1.17157	0.161806	1.21729
2.98357	0.089868	1.14191
5.1036	0.0446381	1.18155
7.96676	-0.10911	1.25225
9.22689	0.028544	1.17897
3.75147	0.046241	1.19357
11.533	0.0231957	1.33356
8.03393	0.00950502	1.32595
19.4235	0.0292125	1.24411
1.34198	-0.0293747	1.21153
1.65327	-0.0614333	1.24902
8.52624	0.0143994	1.28119
4.22476	-0.0507253	1.23171
4.41245	-0.0314772	1.28902
30.2365	-0.043892	1.24817
13.448	-0.0433874	1.25378
6.61309	-0.00314388	1.2349
6.13515	-0.0289879	1.23482
59.5691	-5.61173e-06	1.24452
2.7904	0.000463561	1.26375
19.4348	-0.00866232	1.24786
14.3719	-0.00309722	1.26248
22.2975	-0.00692799	1.25678
73.2641	-0.00964396	1.26103
18.6384	-0.00931445	1.26112
29.6517	-0.0113178	1.24954
21.511	-0.0122122	1.25184
29.0666	-0.0218844	1.26859
8.39674	-0.0177591	1.25003
60.5546	-0.0222872	1.25378
29.7101	-0.0263122	1.26327
48.5051	-0.0245961	1.26015
63.5547	-0.0289077	1.25546
48.0571	-0.030731	1.25858
		
1029.13	-0.997866	2.15407
0.634356	-0.802406	1.81957
3.54835	-1.3856	2.13596
0.568906	-1.18776	1.81752
1.86906	-1.16431	2.50305
3.76828	-1.30981	2.37602
1.08298	-0.989787	1.77919
0.0864527	-1.29801	2.30328
2.35317	-1.31596	2.0646
0.0536794	-0.746701	1.92867
0.0680302	-1.36211	2.34957
0.194487	-0.858119	2.28808
1.45446	-1.13524	2.41678
0.185296	-1.4747	2.08575
0.173711	-1.12377	1.90784
0.142152	-1.2333	1.94436
4.43405	-1.14829	2.2842
0.00885429	-1.09651	2.29694
3.15963	-0.989704	1.98365
0.746647	-1.03775	2.03909
3.33845	-1.07183	2.06704
4.40333	-1.09902	2.10735
3.44062	-1.07604	2.09819
10.9891	-1.08142	2.11552
0.269245	-0.960132	2.06143
0.388009	-1.07506	2.12184
0.557302	-0.920215	2.20688
0.706184	-1.04993	2.09881
16.6898	-1.0653	2.18022
2.48645	-1.04739	2.10701
7.29454	-1.02631	2.0958
0.503687	-1.02229	2.22073
0.423237	-1.01687	2.21089
7.02876	-1.01069	2.21322
9.21879	-0.991031	2.09975
23.4273	-1.04475	2.15531
12.9744	-1.02138	2.14898
28.5012	-1.03794	2.13747
19.177	-1.03685	2.1453
34.1095	-1.02269	2.14541
15.1033	-1.03482	2.14324
15.5559	-1.02869	2.135
45.0317	-1.03123	2.13923
6.8584	-1.02597	2.14059
73.0296	-1.02623	2.13957
17.7052	-0.995821	2.10609
2.29902	-0.965673	2.21379
2.53533	-0.997909	2.19541
1.95007	-0.994914	2.12495
